family,name,kind,source_name,source_edition,source_ref,source_status,source_verified,h_mm,b_mm,tw_mm,tf_mm,t_mm,r_mm,r2_mm,mass_kg_m,A_mm2,Aeff_mm2,Iy_mm4,Iz_mm4,Ix_mm4,It_mm4,Iw_mm6,Wel_y_mm3,Wpl_y_mm3,Weff_y_mm3,Wel_z_mm3,Wpl_z_mm3,Weff_z_mm3,Avz_mm2,Avy_mm2,h_mm__status,h_mm__source_field,h_mm__derivation,b_mm__status,b_mm__source_field,b_mm__derivation,tw_mm__status,tw_mm__source_field,tw_mm__derivation,tf_mm__status,tf_mm__source_field,tf_mm__derivation,t_mm__status,t_mm__source_field,t_mm__derivation,r_mm__status,r_mm__source_field,r_mm__derivation,r2_mm__status,r2_mm__source_field,r2_mm__derivation,mass_kg_m__status,mass_kg_m__source_field,mass_kg_m__derivation,A_mm2__status,A_mm2__source_field,A_mm2__derivation,Aeff_mm2__status,Aeff_mm2__source_field,Aeff_mm2__derivation,Iy_mm4__status,Iy_mm4__source_field,Iy_mm4__derivation,Iz_mm4__status,Iz_mm4__source_field,Iz_mm4__derivation,Ix_mm4__status,Ix_mm4__source_field,Ix_mm4__derivation,It_mm4__status,It_mm4__source_field,It_mm4__derivation,Iw_mm6__status,Iw_mm6__source_field,Iw_mm6__derivation,Wel_y_mm3__status,Wel_y_mm3__source_field,Wel_y_mm3__derivation,Wpl_y_mm3__status,Wpl_y_mm3__source_field,Wpl_y_mm3__derivation,Weff_y_mm3__status,Weff_y_mm3__source_field,Weff_y_mm3__derivation,Wel_z_mm3__status,Wel_z_mm3__source_field,Wel_z_mm3__derivation,Wpl_z_mm3__status,Wpl_z_mm3__source_field,Wpl_z_mm3__derivation,Weff_z_mm3__status,Weff_z_mm3__source_field,Weff_z_mm3__derivation,Avz_mm2__status,Avz_mm2__source_field,Avz_mm2__derivation,Avy_mm2__status,Avy_mm2__source_field,Avy_mm2__derivation
UB,UB 305x165x40,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,303.4,165,6,10.2,10.2,8.9,,40.3,5130,5130,85030000,7640000,137109,147000,164000000000,560000,623000,560000,92600,142000,92600,2006.76,3432,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 305x127x48,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,311,125.3,9,14,14,8.9,,48.1,6120,6120,95750000,4610000,297984,318000,102000000000,616000,711000,616000,73600,116000,73600,2986.8,3573,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 305x127x42,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,307.2,124.3,8,12.1,12.1,8.9,,41.9,5340,5340,81960000,3890000,195102,211000,84600000000,534000,614000,534000,62600,98400,62600,2644.12,3076,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 305x127x37,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,304.4,123.4,7.1,10.7,10.7,8.9,,37,4720,4720,71710000,3360000,134543,148000,72500000000,471000,539000,471000,54500,85400,54500,2345.67,2710.7,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 305x102x33,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,312.7,102.4,6.6,10.8,10.8,7.6,,32.8,4180,4180,65010000,1940000,113893,122000,44200000000,416000,481000,416000,37900,60000,37900,2203.6,2258.74,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 305x102x28,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,308.7,101.8,6,8.8,8.8,7.6,,28.2,3590,3590,53660000,1550000,67208,74000,34900000000,348000,403000,348000,30500,48500,30500,1984.88,1843.4,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 305x102x25,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,305.1,101.6,5.8,7,7,7.6,,24.8,3160,3160,44550000,1230000,42165,47700,27300000000,292000,342000,292000,24200,38800,24200,1884.6,1471.62,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 254x146x43,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,259.6,147.3,7.2,12.7,12.7,7.6,,43,5477,5477,65440000,6770000,230289,239000,103000000000,504100,566300,504200,91970,141100,91970,2020.06,3790.76,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 254x146x37,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,256,146.4,6.3,10.9,10.9,7.6,,37,4717,4635,55370000,5710000,153700,153000,85700000000,432600,483200,432600,77960,119400,77950,1760.4,3241.54,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 254x146x31,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,251.4,146.1,6,8.6,8.6,7.6,,31.1,3970,3970,44130000,4480000,78814,85500,66000000000,351000,393000,351000,61300,94100,61300,1639.4,2564.8,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 254x102x28,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,260.4,102.2,6.3,10,10,7.6,,28.3,3610,3610,40050000,1790000,88170,95700,28000000000,308000,353000,308000,34900,54800,34900,1781,2095.48,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 254x102x25,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,257.2,101.9,6,8.4,8.4,7.6,,25.2,3200,3200,34150000,1490000,57573,64200,23000000000,266000,306000,266000,29200,46000,29200,1666.16,1757.6,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 254x102x22,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,254,101.6,5.7,6.8,6.8,7.6,,22,2800,2800,28410000,1190000,36138,41500,18200000000,224000,259000,224000,23500,37300,23500,1560.36,1429.72,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 203x133x30,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,206.8,133.9,6.4,9.6,9.6,7.6,,30,3820,3820,28960000,3850000,95370,103000,37400000000,280000,314000,280000,57500,88200,57500,1456.48,2619.36,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 203x133x25,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,203.2,133.2,5.7,7.8,7.8,7.6,,25.1,3200,3200,23400000,3080000,53721,59600,29400000000,230000,258000,230000,46200,70900,46200,1285.1,2130.68,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 203x102x23,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,203.2,101.8,5.4,9.3,9.3,7.6,,23.1,2940,2940,21050000,1640000,64278,70200,15400000000,207000,234000,207000,32200,49800,32200,1238.1,1943.16,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 178x102x19,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,177.8,101.2,4.8,7.9,7.9,7.6,,19,2430,2430,13560000,1370000,39236,44100,9900000000,153000,171000,153000,27000,41600,27000,989.04,1652.4,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 152x89x16,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,152.4,88.7,4.5,7.7,7.7,7.6,,16,2030,2030,8340000,900000,31158,35600,4700000000,109000,123000,109000,20200,31200,20200,815.71,1413.5,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UB,UB 127x76x13,open_i_or_h,British Steel Universal Beams datasheet,CUBD:ENG:072024,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-beams-datasheet-190724.pdf,verified_published_table,true,127,76,4,7.6,7.6,7.6,,13,1650,1650,4730000,560000,24627,28500,2000000000,74600,84200,74600,14700,22600,14700,640.72,1202.8,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UC,UC 356x406x634,open_i_or_h,British Steel Universal Columns datasheet,CUCD:ENG:072023,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-columns-datasheet-100723.pdf,verified_published_table,true,474.6,424,47.6,77,77,15.2,,633.9,80800,80800,2748450000,981380000,140572250,139200000,38800000000000,11582000,14235000,11582000,4629000,7108000,4629000,21510,65539.44,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
UC,UC 356x406x551,open_i_or_h,British Steel Universal Columns datasheet,CUCD:ENG:072023,https://www.britishsteel.co.uk/wp-content/uploads/2026/02/british-steel-universal-columns-datasheet-100723.pdf,verified_published_table,true,455.6,418.5,42.1,67.5,67.5,15.2,,551,70200,70200,2269380000,826810000,93779804,93810000,31100000000000,9962000,12076000,9962000,3951000,6058000,3951000,18596.25,56702.74,existing_table_value,h_mm,,existing_table_value,b_mm,,existing_table_value,tw_mm,,existing_table_value,tf_mm,,existing_table_value,tf_mm,,existing_table_value,r_mm,,derived_from_same_source_geometry,same_row_verified_source_geometry,,existing_table_value,mass_kg_m,,existing_table_value,A_mm2,,existing_table_value,Aeff_mm2,,existing_table_value,Iy_mm4,,existing_table_value,Iz_mm4,,existing_table_value,Ix_mm4,,existing_table_value,It_mm4,,existing_table_value,Iw_mm6,,existing_table_value,Wel_y_mm3,,existing_table_value,Wpl_y_mm3,,existing_table_value,Weff_y_mm3,,existing_table_value,Wel_z_mm3,,existing_table_value,Wpl_z_mm3,,existing_table_value,Weff_z_mm3,,existing_table_value,Avz_mm2,,derived_from_same_source_geometry,same_row_verified_source_geometry,"Av,y = A - tw*(h - 2tf)"
